session,iso3c,Countryname,USAgree,ChinaAgree
61,DMA,Dominica,0.06329114,0.9220779
62,DMA,Dominica,0.08888889,0.8444444
63,DMA,Dominica,0.08823529,0.8484848
64,DMA,Dominica,0.0952381,0.8888889
65,DMA,Dominica,0.05882353,0.6470588
66,DMA,Dominica,0.07692308,0.8461538
67,DMA,Dominica,0.140625,0.8225806
68,DMA,Dominica,0.1764706,0.7058824
69,DMA,Dominica,0.2916667,0.8
70,DMA,Dominica,0.2653061,0.6938776
71,DMA,Dominica,0.265625,0.7142857
72,DMA,Dominica,0.2083333,0.9166667
73,DMA,Dominica,0.09803922,0.76
74,DMA,Dominica,0.1111111,0.8888889
75,DMA,Dominica,0.2,0.7931034
76,DMA,Dominica,0.2307692,0.725
77,DMA,Dominica,0.3636364,0.9090909
78,DMA,Dominica,0.3255814,0.627907
29,GRD,Grenada,0.3538462,0.5918367
30,GRD,Grenada,0.2539683,0.75
31,GRD,Grenada,0.2741935,0.7
32,GRD,Grenada,0.1176471,1.0
33,GRD,Grenada,0.2631579,1.0
34,GRD,Grenada,0.2735849,0.9310345
35,GRD,Grenada,0.1477273,0.875
36,GRD,Grenada,0.1186441,0.8932039
37,GRD,Grenada,0.1007194,0.7886179
38,GRD,Grenada,0.125,0.7954545
39,GRD,Grenada,0.3333333,0.6666667
40,GRD,Grenada,0.3178295,0.408
41,GRD,Grenada,0.1849315,0.7586207
42,GRD,Grenada,0.1268657,0.7984496
43,GRD,Grenada,0.1084337,0.8536585
44,GRD,Grenada,0.11,0.8265306
45,GRD,Grenada,0.195122,0.8571429
46,GRD,Grenada,0.1463415,0.925
47,GRD,Grenada,0.2173913,0.7674419
48,GRD,Grenada,0.2,0.8333333
49,GRD,Grenada,0.2903226,0.8
50,GRD,Grenada,0.2708333,0.6382979
51,GRD,Grenada,0.3134328,0.7462687
52,GRD,Grenada,0.1846154,0.8
53,GRD,Grenada,0.1538462,0.8
54,GRD,Grenada,0.2,0.7538462
55,GRD,Grenada,0.2461538,0.8307692
56,GRD,Grenada,0.1774194,0.7903226
57,GRD,Grenada,0.1549296,0.8550725
58,GRD,Grenada,0.1351351,0.890411
59,GRD,Grenada,0.3030303,0.6461538
60,GRD,Grenada,0.2586207,0.7931034
61,GRD,Grenada,0.0625,0.9358974
62,GRD,Grenada,0.1698113,0.8461538
63,GRD,Grenada,0.06944444,0.8142857
64,GRD,Grenada,0.1034483,0.862069
65,GRD,Grenada,0.3636364,0.5538462
66,GRD,Grenada,0.2068966,0.8448276
67,GRD,Grenada,0.2058824,0.8181818
68,GRD,Grenada,0.1355932,0.8135593
69,GRD,Grenada,0.2112676,0.8591549
70,GRD,Grenada,0.1884058,0.7826087
71,GRD,Grenada,0.3409091,0.6511628
72,GRD,Grenada,0.1621622,0.8918919
73,GRD,Grenada,0.1408451,0.7971014
74,GRD,Grenada,0.1139241,0.8076923
75,GRD,Grenada,0.1555556,0.8068182
76,GRD,Grenada,0.1764706,0.7971014
77,GRD,Grenada,0.2763158,0.7866667
78,GRD,Grenada,0.2531646,0.7307692
34,LCA,St. Lucia,0.1,1.0
35,LCA,St. Lucia,0.2142857,0.9166667
36,LCA,St. Lucia,0.1801802,0.9072165
37,LCA,St. Lucia,0.1807229,0.8676471
38,LCA,St. Lucia,0.21875,0.8086957
39,LCA,St. Lucia,0.1170213,0.8555556
40,LCA,St. Lucia,0.2,0.8139535
41,LCA,St. Lucia,0.2101449,0.7226277
42,LCA,St. Lucia,0.1212121,0.8372093
43,LCA,St. Lucia,0.107438,0.8706897
44,LCA,St. Lucia,0.09090909,0.8425926
45,LCA,St. Lucia,0.164557,0.8987342
46,LCA,St. Lucia,0.1408451,0.8695652
47,LCA,St. Lucia,0.1764706,0.7384615
48,LCA,St. Lucia,0.1833333,0.8448276
49,LCA,St. Lucia,0.3275862,0.8035714
50,LCA,St. Lucia,0.2272727,0.7727273
51,LCA,St. Lucia,0.3142857,0.8142857
52,LCA,St. Lucia,0.1911765,0.880597
53,LCA,St. Lucia,0.1833333,0.7758621
54,LCA,St. Lucia,0.15625,0.8125
55,LCA,St. Lucia,0.21875,0.859375
56,LCA,St. Lucia,0.1355932,0.8644068
57,LCA,St. Lucia,0.09859155,0.8985507
58,LCA,St. Lucia,0.1081081,0.9041096
59,LCA,St. Lucia,0.07352941,0.8656716
60,LCA,St. Lucia,0.08571429,0.9142857
61,LCA,St. Lucia,0.06666667,0.9315068
62,LCA,St. Lucia,0.07792208,0.8815789
63,LCA,St. Lucia,0.1714286,0.8382353
64,LCA,St. Lucia,0.1692308,0.8461538
65,LCA,St. Lucia,0.2153846,0.890625
66,LCA,St. Lucia,0.265625,0.828125
67,LCA,St. Lucia,0.2058824,0.8333333
68,LCA,St. Lucia,0.1290323,0.8709677
69,LCA,St. Lucia,0.1688312,0.8684211
70,LCA,St. Lucia,0.1830986,0.7714286
71,LCA,St. Lucia,0.2702703,0.739726
72,LCA,St. Lucia,0.1744186,0.8255814
73,LCA,St. Lucia,0.172043,0.8131868
74,LCA,St. Lucia,0.1573034,0.816092
75,LCA,St. Lucia,0.1888889,0.8068182
76,LCA,St. Lucia,0.1780822,0.7972973
77,LCA,St. Lucia,0.2658228,0.7692308
78,LCA,St. Lucia,0.2560976,0.7037037
36,VCT,St. Vincent & Grenadines,0.1,0.8965517
37,VCT,St. Vincent & Grenadines,0.1578947,0.9473684
38,VCT,St. Vincent & Grenadines,0.1625,0.8450704
39,VCT,St. Vincent & Grenadines,0.1126761,0.75
40,VCT,St. Vincent & Grenadines,0.1732283,0.808
41,VCT,St. Vincent & Grenadines,0.2074074,0.761194
42,VCT,St. Vincent & Grenadines,0.1162791,0.8253968
43,VCT,St. Vincent & Grenadines,0.1171875,0.8387097
44,VCT,St. Vincent & Grenadines,0.09009009,0.853211
45,VCT,St. Vincent & Grenadines,0.1375,0.85
46,VCT,St. Vincent & Grenadines,0.1764706,0.8307692
47,VCT,St. Vincent & Grenadines,0.1571429,0.7164179
48,VCT,St. Vincent & Grenadines,0.1967213,0.8135593
49,VCT,St. Vincent & Grenadines,0.3559322,0.7368421
50,VCT,St. Vincent & Grenadines,0.6923077,0.2307692
51,VCT,St. Vincent & Grenadines,0.4375,0.625
52,VCT,St. Vincent & Grenadines,0.3636364,0.84375
53,VCT,St. Vincent & Grenadines,0.2608696,0.6956522
54,VCT,St. Vincent & Grenadines,0.1521739,0.7608696
55,VCT,St. Vincent & Grenadines,0.34375,0.75
56,VCT,St. Vincent & Grenadines,0.0,1.0
57,VCT,St. Vincent & Grenadines,0.1449275,0.6865672
58,VCT,St. Vincent & Grenadines,0.1060606,0.7692308
59,VCT,St. Vincent & Grenadines,0.1029412,0.8358209
60,VCT,St. Vincent & Grenadines,0.1571429,0.8857143
61,VCT,St. Vincent & Grenadines,0.08641975,0.9113924
62,VCT,St. Vincent & Grenadines,0.07936508,0.8709677
63,VCT,St. Vincent & Grenadines,0.1044776,0.8615385
64,VCT,St. Vincent & Grenadines,0.09230769,0.8923077
65,VCT,St. Vincent & Grenadines,0.1538462,0.8923077
66,VCT,St. Vincent & Grenadines,0.1384615,0.8307692
67,VCT,St. Vincent & Grenadines,0.2058824,0.8333333
68,VCT,St. Vincent & Grenadines,0.15625,0.875
69,VCT,St. Vincent & Grenadines,0.1842105,0.8533333
70,VCT,St. Vincent & Grenadines,0.1594203,0.7826087
71,VCT,St. Vincent & Grenadines,0.2368421,0.72
72,VCT,St. Vincent & Grenadines,0.1219512,0.8414634
73,VCT,St. Vincent & Grenadines,0.1397849,0.8021978
74,VCT,St. Vincent & Grenadines,0.125,0.8139535
75,VCT,St. Vincent & Grenadines,0.1724138,0.7764706
76,VCT,St. Vincent & Grenadines,0.1857143,0.7887324
77,VCT,St. Vincent & Grenadines,0.2804878,0.7407407
78,VCT,St. Vincent & Grenadines,0.2875,0.7125
36,ATG,Antigua & Barbuda,0.08108108,0.9393939
37,ATG,Antigua & Barbuda,0.1343284,0.8666667
38,ATG,Antigua & Barbuda,0.2058824,0.7454545
39,ATG,Antigua & Barbuda,0.115942,0.7230769
40,ATG,Antigua & Barbuda,0.1489362,0.8129496
41,ATG,Antigua & Barbuda,0.1812081,0.7972973
42,ATG,Antigua & Barbuda,0.1231884,0.8823529
43,ATG,Antigua & Barbuda,0.09848485,0.8267717
44,ATG,Antigua & Barbuda,0.09821429,0.8454545
45,ATG,Antigua & Barbuda,0.1428571,0.8809524
46,ATG,Antigua & Barbuda,0.1555556,0.8181818
47,ATG,Antigua & Barbuda,0.1746032,0.7704918
48,ATG,Antigua & Barbuda,0.1833333,0.7931034
49,ATG,Antigua & Barbuda,0.3125,0.7258065
50,ATG,Antigua & Barbuda,0.2894737,0.6891892
51,ATG,Antigua & Barbuda,0.3188406,0.7971014
52,ATG,Antigua & Barbuda,0.2463768,0.8529412
53,ATG,Antigua & Barbuda,0.1551724,0.7719298
54,ATG,Antigua & Barbuda,0.2,0.7538462
55,ATG,Antigua & Barbuda,0.1935484,0.8548387
56,ATG,Antigua & Barbuda,0.1176471,0.9117647
57,ATG,Antigua & Barbuda,0.1489362,0.8723404
58,ATG,Antigua & Barbuda,0.1216216,0.8767123
59,ATG,Antigua & Barbuda,0.08064516,0.852459
60,ATG,Antigua & Barbuda,0.07042254,0.8873239
61,ATG,Antigua & Barbuda,0.06593407,0.8764045
62,ATG,Antigua & Barbuda,0.06410256,0.8961039
63,ATG,Antigua & Barbuda,0.09333333,0.8356164
64,ATG,Antigua & Barbuda,0.122807,0.8596491
65,ATG,Antigua & Barbuda,0.1754386,0.8571429
66,ATG,Antigua & Barbuda,0.1911765,0.8088235
67,ATG,Antigua & Barbuda,0.1791045,0.8307692
68,ATG,Antigua & Barbuda,0.1428571,0.8730159
69,ATG,Antigua & Barbuda,0.1710526,0.8533333
70,ATG,Antigua & Barbuda,0.2542373,0.7241379
71,ATG,Antigua & Barbuda,0.2533333,0.7432432
72,ATG,Antigua & Barbuda,0.1829268,0.804878
73,ATG,Antigua & Barbuda,0.1410256,0.7631579
74,ATG,Antigua & Barbuda,0.1627907,0.8452381
75,ATG,Antigua & Barbuda,0.1805556,0.7746479
76,ATG,Antigua & Barbuda,0.171875,0.8125
77,ATG,Antigua & Barbuda,0.3194444,0.7746479
78,ATG,Antigua & Barbuda,0.2394366,0.7183099
38,KNA,St. Kitts & Nevis,0.1428571,0.5714286
39,KNA,St. Kitts & Nevis,0.05882353,0.8235294
40,KNA,St. Kitts & Nevis,0.3673469,0.6521739
41,KNA,St. Kitts & Nevis,0.2295082,0.7459016
42,KNA,St. Kitts & Nevis,0.09433962,0.8285714
43,KNA,St. Kitts & Nevis,0.1009174,0.847619
44,KNA,St. Kitts & Nevis,0.1285714,0.8088235
45,KNA,St. Kitts & Nevis,0.1666667,0.8108108
46,KNA,St. Kitts & Nevis,0.1346154,0.8431373
47,KNA,St. Kitts & Nevis,0.1914894,0.7272727
48,KNA,St. Kitts & Nevis,0.0,1.0
49,KNA,St. Kitts & Nevis,0.2903226,0.8
50,KNA,St. Kitts & Nevis,0.4545455,0.2727273
51,KNA,St. Kitts & Nevis,0.3148148,0.7962963
52,KNA,St. Kitts & Nevis,0.1724138,0.862069
53,KNA,St. Kitts & Nevis,0.195122,0.7804878
54,KNA,St. Kitts & Nevis,0.25,0.65
55,KNA,St. Kitts & Nevis,0.2692308,0.6923077
56,KNA,St. Kitts & Nevis,0.2142857,0.8571429
57,KNA,St. Kitts & Nevis,0.2307692,0.8461538
58,KNA,St. Kitts & Nevis,0.1428571,0.8571429
59,KNA,St. Kitts & Nevis,0.2857143,0.8571429
60,KNA,St. Kitts & Nevis,0.2222222,0.8888889
61,KNA,St. Kitts & Nevis,0.1142857,0.9142857
62,KNA,St. Kitts & Nevis,0.06451613,0.8688525
63,KNA,St. Kitts & Nevis,0.1538462,0.6923077
64,KNA,St. Kitts & Nevis,0.15,0.825
65,KNA,St. Kitts & Nevis,0.225,0.8205128
66,KNA,St. Kitts & Nevis,0.2045455,0.7954545
67,KNA,St. Kitts & Nevis,0.2978723,0.7555556
68,KNA,St. Kitts & Nevis,0.1944444,0.8055556
69,KNA,St. Kitts & Nevis,0.254902,0.8039216
70,KNA,St. Kitts & Nevis,0.2153846,0.75
71,KNA,St. Kitts & Nevis,0.3384615,0.671875
72,KNA,St. Kitts & Nevis,0.1744186,0.8372093
73,KNA,St. Kitts & Nevis,0.1694915,0.862069
74,KNA,St. Kitts & Nevis,0.1829268,0.825
75,KNA,St. Kitts & Nevis,0.1891892,0.8082192
76,KNA,St. Kitts & Nevis,0.147541,0.8196721
77,KNA,St. Kitts & Nevis,0.2727273,0.8026316
78,KNA,St. Kitts & Nevis,0.2702703,0.7027027
1,MEX,Mexico,0.5,
2,MEX,Mexico,0.6315789,
3,MEX,Mexico,0.6304348,
4,MEX,Mexico,0.5079365,
5,MEX,Mexico,0.6792453,
6,MEX,Mexico,0.32,
7,MEX,Mexico,0.5102041,
8,MEX,Mexico,0.44,
9,MEX,Mexico,0.4333333,
10,MEX,Mexico,0.4444444,
11,MEX,Mexico,0.8333333,
12,MEX,Mexico,0.6176471,
13,MEX,Mexico,0.7272727,
14,MEX,Mexico,0.3703704,
15,MEX,Mexico,0.4174757,
16,MEX,Mexico,0.6142857,
17,MEX,Mexico,0.673913,
18,MEX,Mexico,0.6129032,
20,MEX,Mexico,0.475,
21,MEX,Mexico,0.52,
22,MEX,Mexico,0.5438596,
23,MEX,Mexico,0.3921569,
24,MEX,Mexico,0.4761905,
25,MEX,Mexico,0.5151515,
26,MEX,Mexico,0.4818182,0.4871795
27,MEX,Mexico,0.35,0.7402597
28,MEX,Mexico,0.2921348,0.7391304
29,MEX,Mexico,0.3287671,0.7090909
30,MEX,Mexico,0.2608696,0.7916667
31,MEX,Mexico,0.1904762,0.7971014
32,MEX,Mexico,0.372093,0.8666667
33,MEX,Mexico,0.3709677,0.8505747
34,MEX,Mexico,0.2809917,0.9090909
35,MEX,Mexico,0.2330097,0.9186047
36,MEX,Mexico,0.1503759,0.8888889
37,MEX,Mexico,0.1265823,0.8723404
38,MEX,Mexico,0.147651,0.8529412
39,MEX,Mexico,0.0794702,0.8367347
40,MEX,Mexico,0.1333333,0.8378378
41,MEX,Mexico,0.1456954,0.8466667
42,MEX,Mexico,0.1214286,0.9057971
43,MEX,Mexico,0.09022556,0.9140625
44,MEX,Mexico,0.08035714,0.9181818
45,MEX,Mexico,0.1309524,0.9285714
46,MEX,Mexico,0.1388889,0.9428571
47,MEX,Mexico,0.1232877,0.8857143
48,MEX,Mexico,0.171875,0.8387097
49,MEX,Mexico,0.25,0.8030303
50,MEX,Mexico,0.225,0.8181818
51,MEX,Mexico,0.2702703,0.7972973
52,MEX,Mexico,0.2361111,0.8028169
53,MEX,Mexico,0.1875,0.8225806
54,MEX,Mexico,0.2058824,0.7794118
55,MEX,Mexico,0.1940299,0.8358209
56,MEX,Mexico,0.1323529,0.8676471
57,MEX,Mexico,0.1351351,0.875
58,MEX,Mexico,0.1710526,0.8666667
59,MEX,Mexico,0.1388889,0.8169014
60,MEX,Mexico,0.1506849,0.8356164
61,MEX,Mexico,0.1444444,0.8181818
62,MEX,Mexico,0.1139241,0.8205128
63,MEX,Mexico,0.1315789,0.7567568
64,MEX,Mexico,0.1764706,0.8088235
65,MEX,Mexico,0.1641791,0.8059701
66,MEX,Mexico,0.2647059,0.75
67,MEX,Mexico,0.2028986,0.7313433
68,MEX,Mexico,0.203125,0.78125
69,MEX,Mexico,0.2278481,0.7948718
70,MEX,Mexico,0.2191781,0.7361111
71,MEX,Mexico,0.2564103,0.6753247
72,MEX,Mexico,0.1666667,0.6555556
73,MEX,Mexico,0.1789474,0.6774194
74,MEX,Mexico,0.1758242,0.7191011
75,MEX,Mexico,0.1770833,0.6914894
76,MEX,Mexico,0.1842105,0.7272727
77,MEX,Mexico,0.3181818,0.6436782
78,MEX,Mexico,0.3139535,0.6470588
36,BLZ,Belize,0.3809524,0.8181818
37,BLZ,Belize,0.1044776,0.8833333
38,BLZ,Belize,0.1407407,0.8278689
39,BLZ,Belize,0.0952381,0.7619048
40,BLZ,Belize,0.1923077,0.9
41,BLZ,Belize,0.1509434,0.8190476
42,BLZ,Belize,0.1666667,0.77
43,BLZ,Belize,0.1214953,0.8529412
44,BLZ,Belize,0.07692308,0.6538462
45,BLZ,Belize,0.1666667,0.9047619
46,BLZ,Belize,0.1587302,0.9032258
47,BLZ,Belize,0.1449275,0.7878788
48,BLZ,Belize,0.220339,0.754386
49,BLZ,Belize,0.2857143,0.7592593
50,BLZ,Belize,0.2948718,0.76
51,BLZ,Belize,0.2941176,0.7794118
52,BLZ,Belize,0.234375,0.828125
53,BLZ,Belize,0.1818182,0.8333333
54,BLZ,Belize,0.2105263,0.754386
55,BLZ,Belize,0.2666667,0.8166667
56,BLZ,Belize,0.1363636,0.8863636
57,BLZ,Belize,0.1408451,0.8550725
58,BLZ,Belize,0.1333333,0.8918919
59,BLZ,Belize,0.1,0.8695652
60,BLZ,Belize,0.1142857,0.9
61,BLZ,Belize,0.0989011,0.8876404
62,BLZ,Belize,0.1216216,0.8767123
63,BLZ,Belize,0.125,0.8387097
64,BLZ,Belize,0.1290323,0.8870968
65,BLZ,Belize,0.1818182,0.9076923
66,BLZ,Belize,0.265625,0.84375
67,BLZ,Belize,0.1818182,0.84375
68,BLZ,Belize,0.1694915,0.8644068
69,BLZ,Belize,0.2133333,0.8378378
70,BLZ,Belize,0.1884058,0.7826087
71,BLZ,Belize,0.2739726,0.7361111
72,BLZ,Belize,0.1585366,0.8292683
73,BLZ,Belize,0.2093023,0.7738095
74,BLZ,Belize,0.1777778,0.7954545
75,BLZ,Belize,0.1847826,0.7888889
76,BLZ,Belize,0.1764706,0.8088235
77,BLZ,Belize,0.278481,0.7692308
78,BLZ,Belize,0.2876712,0.7260274
1,GTM,Guatemala,0.6060606,
2,GTM,Guatemala,0.5263158,
3,GTM,Guatemala,0.474359,
4,GTM,Guatemala,0.5636364,
5,GTM,Guatemala,0.6976744,
6,GTM,Guatemala,0.2608696,
7,GTM,Guatemala,0.3478261,
8,GTM,Guatemala,0.44,
9,GTM,Guatemala,0.4814815,
10,GTM,Guatemala,0.4074074,
11,GTM,Guatemala,0.8,
12,GTM,Guatemala,0.5294118,
13,GTM,Guatemala,0.8484848,
14,GTM,Guatemala,0.6296296,
15,GTM,Guatemala,0.7065217,
16,GTM,Guatemala,0.7464789,
17,GTM,Guatemala,0.7105263,
18,GTM,Guatemala,0.5666667,
20,GTM,Guatemala,0.65,
21,GTM,Guatemala,0.4583333,
22,GTM,Guatemala,0.4912281,
23,GTM,Guatemala,0.4,
24,GTM,Guatemala,0.5666667,
25,GTM,Guatemala,0.6129032,
26,GTM,Guatemala,0.5420561,0.4594595
27,GTM,Guatemala,0.4545455,0.6052632
28,GTM,Guatemala,0.3452381,0.6
29,GTM,Guatemala,0.3428571,0.5740741
30,GTM,Guatemala,0.3958333,0.483871
31,GTM,Guatemala,0.3442623,0.4042553
32,GTM,Guatemala,0.4683544,0.509434
33,GTM,Guatemala,0.4672131,0.6395349
34,GTM,Guatemala,0.3271028,0.6222222
35,GTM,Guatemala,0.3506494,0.546875
36,GTM,Guatemala,0.3384615,0.4912281
37,GTM,Guatemala,0.2788462,0.7356322
38,GTM,Guatemala,0.2280702,0.754902
39,GTM,Guatemala,0.1439394,0.8062016
40,GTM,Guatemala,0.1388889,0.7972028
41,GTM,Guatemala,0.1904762,0.7986111
42,GTM,Guatemala,0.1472868,0.8818898
43,GTM,Guatemala,0.09836066,0.9059829
44,GTM,Guatemala,0.08256881,0.9158879
45,GTM,Guatemala,0.1604938,0.9506173
46,GTM,Guatemala,0.147541,0.95
47,GTM,Guatemala,0.1690141,0.8235294
48,GTM,Guatemala,0.1964286,0.8727273
49,GTM,Guatemala,0.2884615,0.78
50,GTM,Guatemala,0.3103448,0.7636364
51,GTM,Guatemala,0.3278689,0.704918
52,GTM,Guatemala,0.2727273,0.7575758
53,GTM,Guatemala,0.2678571,0.7592593
54,GTM,Guatemala,0.28125,0.625
55,GTM,Guatemala,0.25,0.734375
56,GTM,Guatemala,0.1875,0.7777778
57,GTM,Guatemala,0.1764706,0.7538462
58,GTM,Guatemala,0.1578947,0.7066667
59,GTM,Guatemala,0.1527778,0.7464789
60,GTM,Guatemala,0.1621622,0.8108108
61,GTM,Guatemala,0.1777778,0.8295455
62,GTM,Guatemala,0.07594937,0.8333333
63,GTM,Guatemala,0.1066667,0.7671233
64,GTM,Guatemala,0.1323529,0.8088235
65,GTM,Guatemala,0.1343284,0.8208955
66,GTM,Guatemala,0.2352941,0.8088235
67,GTM,Guatemala,0.2028986,0.7313433
68,GTM,Guatemala,0.203125,0.8125
69,GTM,Guatemala,0.2179487,0.7922078
70,GTM,Guatemala,0.2328767,0.7361111
71,GTM,Guatemala,0.3205128,0.6493506
72,GTM,Guatemala,0.2555556,0.6777778
73,GTM,Guatemala,0.2688172,0.5824176
74,GTM,Guatemala,0.2527473,0.6292135
75,GTM,Guatemala,0.2604167,0.6276596
76,GTM,Guatemala,0.2631579,0.6753247
77,GTM,Guatemala,0.3908046,0.5465116
78,GTM,Guatemala,0.3837209,0.5411765
1,HND,Honduras,0.6756757,
2,HND,Honduras,0.7058824,
3,HND,Honduras,0.7727273,
4,HND,Honduras,0.5641026,
5,HND,Honduras,0.8,
6,HND,Honduras,0.6190476,
7,HND,Honduras,0.5510204,
8,HND,Honduras,0.5,
9,HND,Honduras,0.4166667,
10,HND,Honduras,0.5555556,
11,HND,Honduras,0.8474576,
12,HND,Honduras,0.8709677,
13,HND,Honduras,0.8484848,
14,HND,Honduras,0.8653846,
15,HND,Honduras,0.6989247,
16,HND,Honduras,0.7083333,
17,HND,Honduras,0.7045455,
18,HND,Honduras,0.6666667,
20,HND,Honduras,0.65625,
21,HND,Honduras,0.5909091,
22,HND,Honduras,0.5185185,
23,HND,Honduras,0.5416667,
24,HND,Honduras,0.5757576,
25,HND,Honduras,0.5555556,
26,HND,Honduras,0.5641026,0.4583333
27,HND,Honduras,0.4302326,0.6764706
28,HND,Honduras,0.3333333,0.6567164
29,HND,Honduras,0.3928571,0.575
30,HND,Honduras,0.4107143,0.5135135
31,HND,Honduras,0.12,0.4545455
32,HND,Honduras,0.4,0.7142857
33,HND,Honduras,0.4117647,0.7647059
34,HND,Honduras,0.3275862,0.8125
35,HND,Honduras,0.2424242,0.8352941
36,HND,Honduras,0.2,0.8018018
37,HND,Honduras,0.2272727,0.862069
38,HND,Honduras,0.2030075,0.85
39,HND,Honduras,0.1357143,0.8686131
40,HND,Honduras,0.173913,0.858209
41,HND,Honduras,0.2030075,0.7575758
42,HND,Honduras,0.1571429,0.7971014
43,HND,Honduras,0.1138211,0.8389831
44,HND,Honduras,0.127451,0.86
45,HND,Honduras,0.1585366,0.8658537
46,HND,Honduras,0.1527778,0.9
47,HND,Honduras,0.1971831,0.7941176
48,HND,Honduras,0.2142857,0.8333333
49,HND,Honduras,0.3492063,0.8196721
50,HND,Honduras,0.278481,0.8289474
51,HND,Honduras,0.3098592,0.8028169
52,HND,Honduras,0.2686567,0.8059701
53,HND,Honduras,0.2926829,0.825
54,HND,Honduras,0.2439024,0.7317073
55,HND,Honduras,0.2222222,0.8095238
56,HND,Honduras,0.1833333,0.7966102
57,HND,Honduras,0.1805556,0.8115942
58,HND,Honduras,0.1944444,0.6056338
59,HND,Honduras,0.1764706,0.6716418
60,HND,Honduras,0.171875,0.796875
61,HND,Honduras,0.173913,0.8222222
62,HND,Honduras,0.1265823,0.8717949
63,HND,Honduras,0.1351351,0.7916667
64,HND,Honduras,0.1730769,0.8076923
65,HND,Honduras,0.1641791,0.8208955
66,HND,Honduras,0.2985075,0.761194
67,HND,Honduras,0.2173913,0.6119403
68,HND,Honduras,0.21875,0.734375
69,HND,Honduras,0.2207792,0.7236842
70,HND,Honduras,0.2361111,0.5915493
71,HND,Honduras,0.2894737,0.5733333
72,HND,Honduras,0.2386364,0.6363636
73,HND,Honduras,0.2234043,0.5869565
74,HND,Honduras,0.2417582,0.6516854
75,HND,Honduras,0.2446809,0.6413043
76,HND,Honduras,0.2631579,0.6623377
77,HND,Honduras,0.3295455,0.6551724
78,HND,Honduras,0.3058824,0.702381
1,SLV,El Salvador,0.7222222,
2,SLV,El Salvador,0.7714286,
3,SLV,El Salvador,0.7083333,
4,SLV,El Salvador,0.5945946,
5,SLV,El Salvador,0.75,
6,SLV,El Salvador,0.4736842,
7,SLV,El Salvador,0.5416667,
8,SLV,El Salvador,0.4166667,
9,SLV,El Salvador,0.3846154,
10,SLV,El Salvador,0.4074074,
11,SLV,El Salvador,0.8,
12,SLV,El Salvador,0.7647059,
13,SLV,El Salvador,0.90625,
14,SLV,El Salvador,0.5882353,
15,SLV,El Salvador,0.6941176,
16,SLV,El Salvador,0.7391304,
17,SLV,El Salvador,0.8,
18,SLV,El Salvador,0.7727273,
20,SLV,El Salvador,0.6153846,
21,SLV,El Salvador,0.6222222,
22,SLV,El Salvador,0.4871795,
23,SLV,El Salvador,0.4313725,
24,SLV,El Salvador,0.5454545,
25,SLV,El Salvador,0.7804878,
26,SLV,El Salvador,0.5,0.3888889
27,SLV,El Salvador,0.5050505,0.5921053
28,SLV,El Salvador,0.3766234,0.6
29,SLV,El Salvador,0.3802817,0.5740741
30,SLV,El Salvador,0.3606557,0.5116279
31,SLV,El Salvador,0.2337662,0.6969697
32,SLV,El Salvador,0.4047619,0.6610169
33,SLV,El Salvador,0.4205607,0.5972222
34,SLV,El Salvador,0.3076923,0.9324324
35,SLV,El Salvador,0.1976744,0.8684211
36,SLV,El Salvador,0.2093023,0.887931
37,SLV,El Salvador,0.1942446,0.8790323
38,SLV,El Salvador,0.1760563,0.8615385
39,SLV,El Salvador,0.1347518,0.8613139
40,SLV,El Salvador,0.1944444,0.7957746
41,SLV,El Salvador,0.2327586,0.6902655
42,SLV,El Salvador,0.1693548,0.7398374
43,SLV,El Salvador,0.09836066,0.8189655
44,SLV,El Salvador,0.1076923,0.7846154
45,SLV,El Salvador,0.1585366,0.8658537
46,SLV,El Salvador,0.1568627,0.8823529
47,SLV,El Salvador,0.203125,0.8196721
48,SLV,El Salvador,0.2222222,0.8055556
49,SLV,El Salvador,0.3571429,0.7222222
50,SLV,El Salvador,0.3157895,0.7534247
51,SLV,El Salvador,0.3384615,0.7846154
52,SLV,El Salvador,0.2923077,0.8153846
53,SLV,El Salvador,0.2181818,0.7222222
54,SLV,El Salvador,0.2758621,0.7241379
55,SLV,El Salvador,0.25,0.8
56,SLV,El Salvador,0.1896552,0.8245614
57,SLV,El Salvador,0.1818182,0.8412698
58,SLV,El Salvador,0.1764706,0.7462687
59,SLV,El Salvador,0.1594203,0.7941176
60,SLV,El Salvador,0.1428571,0.8142857
61,SLV,El Salvador,0.1494253,0.8470588
62,SLV,El Salvador,0.1184211,0.8533333
63,SLV,El Salvador,0.1176471,0.7424242
64,SLV,El Salvador,0.119403,0.8358209
65,SLV,El Salvador,0.140625,0.828125
66,SLV,El Salvador,0.2238806,0.7014925
67,SLV,El Salvador,0.1884058,0.6716418
68,SLV,El Salvador,0.15,0.85
69,SLV,El Salvador,0.1666667,0.8311688
70,SLV,El Salvador,0.2205882,0.761194
71,SLV,El Salvador,0.2207792,0.7105263
72,SLV,El Salvador,0.1609195,0.7931034
73,SLV,El Salvador,0.1397849,0.7802198
74,SLV,El Salvador,0.1758242,0.7977528
75,SLV,El Salvador,0.1894737,0.7765957
76,SLV,El Salvador,0.1866667,0.7894737
77,SLV,El Salvador,0.3068182,0.7356322
78,SLV,El Salvador,0.3023256,0.7176471
1,NIC,Nicaragua,0.6969697,
2,NIC,Nicaragua,0.8918919,
3,NIC,Nicaragua,0.8494624,
