q1_country_satis,q2a_fav_us,q2c_fav_china,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,1.8095967635971333,2.0,3.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,2.2607857285028,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,5.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,,3.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,2.2607857285028,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,2.2607857285028,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,5.0,2.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,2.2607857285028,,2.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,2.2607857285028,,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Don’t know,Somewhat favorable,Very favorable,China,1.8095967635971333,,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,1.8095967635971333,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,2.2607857285028,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,1.8095967635971333,2.0,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,1.8095967635971333,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,1.8095967635971333,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Don’t know,Very favorable,China,1.8095967635971333,2.0,,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,2.2607857285028,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,2.2607857285028,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,2.2607857285028,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,1.8095967635971333,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.9211676530003045,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.9211676530003045,2.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,0.9211676530003045,2.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.9211676530003045,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,China,0.7373286121651372,2.0,1.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.7373286121651372,5.0,2.0,3.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,,3.0,2.0,
Satisfied,Very favorable,Very unfavorable,China,0.7373286121651372,2.0,1.0,4.0,
Dissatisfied,Very favorable,Somewhat unfavorable,China,0.7373286121651372,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Don’t know,China,0.9211676530003045,5.0,2.0,,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,5.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.7373286121651372,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.9211676530003045,2.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.7373286121651372,5.0,2.0,3.0,
Don’t know,Don’t know,Very favorable,China,0.7373286121651372,,,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,China,0.7373286121651372,5.0,2.0,3.0,
Satisfied,Don’t know,Somewhat favorable,China,0.9211676530003045,2.0,,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,5.0,3.0,2.0,
Satisfied,Don’t know,Very favorable,China,0.9211676530003045,2.0,,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Don’t know,Very favorable,Very favorable,China,0.7373286121651372,,1.0,1.0,
Satisfied,Don’t know,Very favorable,China,0.7373286121651372,2.0,,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,5.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.7373286121651372,2.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.9211676530003045,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,2.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Refused,Somewhat favorable,Refused,China,0.7373286121651372,,2.0,,
Dissatisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,5.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.7373286121651372,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.7373286121651372,2.0,2.0,3.0,
Satisfied,Very favorable,Very favorable,China,0.7373286121651372,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,5.0,1.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,4.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.7373286121651372,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,0.9211676530003045,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.7373286121651372,2.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Very unfavorable,China,0.7373286121651372,5.0,3.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.9211676530003045,2.0,4.0,1.0,
Don’t know,Somewhat favorable,Very favorable,China,0.7373286121651372,,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,5.0,3.0,2.0,
Satisfied,Very unfavorable,Very favorable,China,0.7373286121651372,2.0,4.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.7373286121651372,2.0,1.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,5.0,3.0,1.0,
Satisfied,Very favorable,Somewhat favorable,China,0.9211676530003045,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,China,0.7373286121651372,5.0,4.0,1.0,
Dissatisfied,Somewhat unfavorable,Don’t know,China,0.7373286121651372,5.0,3.0,,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,China,0.9211676530003045,5.0,1.0,3.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,5.0,3.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,China,0.9211676530003045,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,China,0.7373286121651372,2.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,5.0,1.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,2.0,3.0,1.0,
Don’t know,Somewhat unfavorable,Very favorable,China,0.7373286121651372,,3.0,1.0,
Satisfied,Don’t know,Very favorable,China,0.9211676530003045,2.0,,1.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.7373286121651372,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Don’t know,Somewhat favorable,China,0.7373286121651372,2.0,,2.0,
Don’t know,Very unfavorable,Very favorable,China,0.9211676530003045,,4.0,1.0,
Dissatisfied,Don’t know,Very favorable,China,0.9211676530003045,5.0,,1.0,
Dissatisfied,Very favorable,Somewhat unfavorable,China,0.9211676530003045,5.0,1.0,3.0,
Satisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,2.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,China,0.9211676530003045,2.0,1.0,1.0,
Satisfied,Don’t know,Very favorable,China,0.9211676530003045,2.0,,1.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,China,0.9211676530003045,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.9211676530003045,5.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,China,0.9211676530003045,5.0,1.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,5.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,China,0.9211676530003045,5.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,5.0,3.0,2.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Don’t know,China,0.9211676530003045,2.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Don’t know,China,0.9211676530003045,5.0,3.0,,
Satisfied,Somewhat favorable,Very favorable,China,0.9211676530003045,2.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.9211676530003045,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,China,0.7373286121651372,2.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,China,0.7373286121651372,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,5.0,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.7373286121651372,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,China,0.7373286121651372,2.0,2.0,2.0,
Satisfied,Very favorable,Somewhat favorable,China,0.7373286121651372,2.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,China,0.9211676530003045,2.0,3.0,2.0,
