satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Somewhat satisfied,Very favorable,Somewhat favorable,Very good,United States,0.339085396806276,3.0,1.0,2.0,1.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.14481432263978,3.0,1.0,4.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.898292754985716,4.0,2.0,4.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.516271882673345,6.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.826864996265205,3.0,1.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,2.04139381855832,6.0,2.0,2.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,2.42594082666305,4.0,2.0,3.0,4.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.559398250852036,1.0,1.0,4.0,1.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.339922626443831,6.0,1.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very bad,United States,0.409785678774794,3.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.770501341258505,3.0,1.0,4.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very bad,United States,0.79521709226536,1.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.458871287995218,3.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.02844540147444,3.0,1.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.508075673117129,4.0,3.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.400954617209854,3.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.492327159160378,4.0,1.0,4.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.529201692305939,4.0,1.0,4.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.460664436037331,1.0,1.0,3.0,1.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,0.655055417897911,6.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,DK/Refused,Very bad,United States,1.38486463674596,3.0,1.0,,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.95395533642589,6.0,2.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.731370156716767,3.0,1.0,3.0,2.0
Not at all satisfied,Very unfavorable,Somewhat unfavorable,Very bad,United States,2.13865575498873,6.0,4.0,3.0,4.0
Not too satisfied,Very favorable,Very favorable,Somewhat good,United States,0.78441572316738,4.0,1.0,1.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.487802570714016,4.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very favorable,Somewhat bad,United States,2.65951274271866,4.0,1.0,1.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.400229307701395,3.0,1.0,2.0,4.0
Not at all satisfied,Very favorable,Very unfavorable,Very good,United States,1.04094766042125,6.0,1.0,4.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.5866618667745,4.0,2.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.15868955580431,3.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very good,United States,1.09704074940922,3.0,2.0,4.0,1.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.55931588108136,6.0,1.0,3.0,4.0
Somewhat satisfied,Very favorable,Very favorable,Somewhat good,United States,0.801254676773333,3.0,1.0,1.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.465959811105673,4.0,2.0,3.0,4.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.525948051726086,4.0,1.0,3.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.978181618042143,6.0,1.0,4.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.647111255496888,4.0,1.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.11122768693937,3.0,2.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,1.33209233045845,6.0,3.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.763325235552475,3.0,2.0,3.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Very good,United States,0.90711116721698,6.0,1.0,2.0,1.0
DK/Refused,Very favorable,DK/Refused,Very bad,United States,0.739514577554797,,1.0,,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.719532646647059,3.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.74037521297691,6.0,1.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.903392287810677,6.0,2.0,3.0,3.0
